Total Household Income,Region,Total Food Expenditure,Main Source of Income,Agricultural Household indicator,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Highest Grade Completed,Household Head Job or Business Indicator,Household Head Occupation,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Roof,Type of Walls,House Floor Area,House Age,Number of bedrooms,Tenure Status,Toilet Facilities,Electricity,Main Source of Water Supply,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle,Region_clean
123410, ARMM,57946,Enterpreneurial Activities,1,14880,10040,2103,19495,2791,8201,0,0,6470,1490,16314,10800,420,2280,648,8130,4458,0,102591,102591,Male,36,Married,High School Graduate,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,6,0,4,0,Single house,"Light material (cogon,nipa,anahaw)",Light,5,28,1,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",0,"Shared, tubed/piped deep well",0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
106842, ARMM,40554,Enterpreneurial Activities,1,30281,28404,550,4514,520,1576,0,0,4525,1640,12534,8400,107,930,0,0,1524,0,0,98200,Female,48,Widowed,No Grade Completed,No Job/Business,,,Single Family,2,0,0,0,Single house,"Light material (cogon,nipa,anahaw)",Light,20,5,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
125820, ARMM,100244,Enterpreneurial Activities,1,12748,9440,850,78445,580,2339,0,0,5565,3100,16908,10200,170,960,240,630,2484,0,0,105800,Male,32,Married,Grade 6,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,4,0,2,0,Single house,"Light material (cogon,nipa,anahaw)",Light,33,7,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
98610, ARMM,83770,Enterpreneurial Activities,1,12440,10140,425,63705,470,1847,0,0,5565,1945,16308,10200,175,840,240,300,3450,0,0,82018,Male,35,Married,Third Year High School,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,3,0,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Very Light,32,2,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
116438, ARMM,82796,Enterpreneurial Activities,1,16148,13910,400,58185,490,2176,0,0,5175,2380,14280,8400,147,840,450,1000,2538,0,0,102038,Male,45,Married,Grade 5,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,4,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Very Light,20,2,1,Own or owner-like possession of house and lot,Closed pit,0,Peddler,0,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
91300, ARMM,73243,Enterpreneurial Activities,1,10204,8034,275,55660,505,2102,0,0,0,1275,15132,9600,97,840,0,330,1842,0,0,75500,Male,75,Married,No Grade Completed,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Single Family,3,0,1,0,Single house,Mixed but predominantly light materials,Light,35,3,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
178288, ARMM,138867,Enterpreneurial Activities,1,35691,27770,970,90350,925,2803,0,0,5565,3505,23328,13800,192,1440,630,1350,3570,0,0,149200,Male,58,Married,High School Graduate,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Extended Family,8,0,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,38,14,2,"Own house, rent-free lot with consent of owner",Closed pit,0,Peddler,0,0,0,0,0,0,0,0,3,0,0,0,0,ARMM
156992, ARMM,107843,Enterpreneurial Activities,1,22948,18720,560,74930,780,2150,0,0,1690,3050,19482,10800,138,1200,420,940,3264,0,0,138000,Male,36,Married,High School Graduate,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,7,0,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Very Light,55,3,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Peddler,0,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
165838, ARMM,118479,Enterpreneurial Activities,1,24715,19760,565,80960,955,2496,0,0,5565,2825,19086,10200,138,1080,1230,1010,3312,0,0,141350,Male,48,Married,Elementary Graduate,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,7,0,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,30,18,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Peddler,0,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
182850, ARMM,111423,Enterpreneurial Activities,1,29170,24830,610,70915,980,2517,0,0,5565,2690,19770,10200,190,1320,0,1300,3114,0,0,165150,Male,47,Married,Grade 6,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,8,1,5,0,Single house,"Light material (cogon,nipa,anahaw)",Light,35,9,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
141275, ARMM,92244,Enterpreneurial Activities,1,20720,16120,570,61885,855,2481,0,0,5825,2415,18348,10800,87,1500,936,680,3210,0,0,122960,Male,35,Married,No Grade Completed,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,5,0,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,36,9,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
161300, ARMM,120142,Enterpreneurial Activities,1,19878,16900,690,89821,840,2223,0,0,0,2570,19920,12000,141,1140,750,1350,2892,0,0,142700,Male,37,Married,High School Graduate,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,6,0,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,37,3,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
118488, ARMM,111345,Enterpreneurial Activities,1,17871,13364,540,82240,870,2560,0,0,5825,2140,18762,11400,142,1440,990,850,3834,0,0,104400,Male,48,Married,High School Graduate,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,5,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,35,6,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
146900, ARMM,91100,Enterpreneurial Activities,1,10462,6500,410,70185,630,2683,0,0,1560,2170,16974,10200,153,960,0,550,2736,0,0,121698,Male,48,Married,Second Year College,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,5,1,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,32,11,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
78695, ARMM,42294,Enterpreneurial Activities,1,8834,6840,275,26624,450,1562,0,0,0,1690,13800,9600,132,1080,0,0,2256,0,0,64080,Male,35,Married,Elementary Graduate,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,3,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,29,34,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
148210, ARMM,77137,Enterpreneurial Activities,1,16955,14794,410,49030,780,3120,0,0,5565,2320,19350,10800,138,1080,0,930,3192,0,0,129410,Male,39,Married,Elementary Graduate,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,5,0,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,37,11,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
170820, ARMM,74588,Enterpreneurial Activities,1,15023,12532,270,52030,405,2125,0,0,2386,2185,63720,57600,83,1320,0,790,2196,0,0,112200,Male,24,Married,Elementary Graduate,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,4,1,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,20,2,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
99470, ARMM,59468,Enterpreneurial Activities,1,11452,9360,210,41070,370,1683,0,0,0,1875,14940,10200,91,780,0,0,1620,0,0,84270,Male,23,Married,Elementary Graduate,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,3,1,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,2,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
80895, ARMM,49374,Enterpreneurial Activities,1,12696,10062,205,30960,390,1217,0,0,4920,1398,12078,7800,85,1200,420,0,1788,0,0,65000,Male,43,Married,Elementary Graduate,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,2,0,0,0,Single house,"Light material (cogon,nipa,anahaw)",Light,23,2,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Peddler,0,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
100300, ARMM,78015,Enterpreneurial Activities,1,12988,10870,270,56450,645,2238,0,0,4920,1830,13998,8400,72,1320,0,0,2304,0,0,83900,Male,30,Married,No Grade Completed,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,4,0,2,0,Single house,"Light material (cogon,nipa,anahaw)",Light,20,5,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
142015, ARMM,89414,Enterpreneurial Activities,1,18960,15704,570,61005,795,2200,0,0,5565,2794,16194,10200,114,1140,0,530,2196,0,0,123400,Male,30,Married,Elementary Graduate,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,5,1,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,35,3,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
191400, ARMM,158891,Enterpreneurial Activities,1,32007,25040,665,113749,735,3248,0,0,1040,3225,21570,11400,226,1320,570,1175,2574,0,0,174000,Male,41,Married,Third Year High School,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,8,1,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,37,3,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Peddler,0,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
140096, ARMM,76511,Enterpreneurial Activities,1,13255,10294,410,55285,605,1764,0,0,3212,2540,16458,10200,91,1440,0,550,1506,0,0,123800,Male,43,Married,Elementary Graduate,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,4,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,35,5,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
126600, ARMM,79091,Enterpreneurial Activities,1,13813,11180,275,57570,580,1878,0,0,5384,2725,20202,13800,113,720,0,580,1962,0,0,106800,Male,46,Married,Elementary Graduate,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,4,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,35,11,1,"Own house, rent-free lot with consent of owner",Closed pit,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
80315, ARMM,35381,Enterpreneurial Activities,0,10523,7540,2400,9310,1650,6697,0,0,520,2410,10050,6000,190,2460,1980,0,3132,0,0,61225,Male,42,Married,Grade 2,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,3,0,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,36,30,0,"Own house, rent-free lot without consent of owner",Closed pit,0,Dug well,0,0,0,0,0,0,1,0,1,0,0,0,0,ARMM
105285, ARMM,60607,Enterpreneurial Activities,1,20321,16380,880,21698,2982,7904,0,0,156,2785,13680,6000,448,4050,900,7920,4566,0,4750,94140,Male,47,Married,Elementary Graduate,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,7,1,3,0,Single house,"Light material (cogon,nipa,anahaw)",Light,40,28,1,Own or owner-like possession of house and lot,Closed pit,0,Dug well,0,0,0,0,0,0,0,0,1,0,0,1,0,ARMM
103552, ARMM,66233,Enterpreneurial Activities,1,18318,15210,2038,25036,3461,8982,0,0,312,1970,14100,8400,660,1020,0,3075,3138,0,90688,90688,Male,35,Married,Grade 3,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,5,1,4,0,Single house,"Light material (cogon,nipa,anahaw)",Light,30,31,2,Own or owner-like possession of house and lot,Closed pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
120030, ARMM,66618,Enterpreneurial Activities,1,22731,16380,2304,20399,3720,8300,0,0,832,3240,18900,8400,550,8550,3360,0,6132,2000,103010,103010,Male,62,Married,Second Year High School,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,6,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Salvaged,36,37,2,Own or owner-like possession of house and lot,Closed pit,0,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
231284, ARMM,83592,Enterpreneurial Activities,1,28990,20020,3391,21728,4503,11636,0,0,1092,5910,19200,9600,1153,8280,2700,30000,9516,0,154416,154416,Male,86,Married,No Grade Completed,With Job/Business,Root crops farmers,Self-employed wihout any employee,Extended Family,11,1,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,81,37,2,Own or owner-like possession of house and lot,Closed pit,0,Dug well,0,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
109940, ARMM,61007,Enterpreneurial Activities,1,19478,14560,1435,22616,2068,7523,0,0,780,2350,13440,7500,681,3360,960,6420,5094,0,0,95540,Male,42,Married,No Grade Completed,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,6,1,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,42,25,1,Own or owner-like possession of house and lot,Open pit,0,Dug well,0,0,0,0,0,0,0,0,1,0,0,1,0,ARMM
127674, ARMM,56336,Enterpreneurial Activities,0,18814,11480,1904,16936,1673,6743,0,0,0,2415,12600,6600,743,5550,1380,3860,4308,0,0,116860,Male,33,Married,Grade 3,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,7,2,3,0,Single house,"Light material (cogon,nipa,anahaw)",Light,36,27,0,Own or owner-like possession of house and lot,Open pit,0,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
115720, ARMM,51701,Enterpreneurial Activities,1,16792,11780,1745,13169,2906,9724,0,0,0,3315,20040,8400,1220,2640,2340,18760,4800,0,99275,99275,Male,48,Married,Grade 3,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,6,0,3,0,Single house,"Light material (cogon,nipa,anahaw)",Light,48,36,1,Own or owner-like possession of house and lot,Closed pit,0,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
77193, ARMM,40837,Enterpreneurial Activities,1,10198,6552,595,13123,1992,9347,0,0,0,1575,9450,6000,344,2100,0,3590,3540,0,66327,66327,Female,43,Widowed,No Grade Completed,With Job/Business,Root crops farmers,Self-employed wihout any employee,Single Family,3,0,2,0,Single house,"Light material (cogon,nipa,anahaw)",Light,40,27,1,Own or owner-like possession of house and lot,Open pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
106874, ARMM,68425,Enterpreneurial Activities,1,21816,16900,2081,19311,4052,10268,0,0,156,2570,17190,6900,483,1380,0,4775,3900,0,93284,93284,Male,34,Married,Grade 1,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,7,2,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,42,31,0,"Own house, rent-free lot without consent of owner",Others,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
105644, ARMM,65328,Enterpreneurial Activities,1,24246,16848,1110,19825,3672,7505,0,0,0,1855,15420,7200,631,1710,1200,6640,4194,0,91420,91420,Male,40,Married,No Grade Completed,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,7,3,3,0,Single house,"Light material (cogon,nipa,anahaw)",Light,36,26,0,Own or owner-like possession of house and lot,Others,0,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
96359, ARMM,54865,Enterpreneurial Activities,1,19243,11648,1851,14406,2955,9521,0,0,0,2275,14580,9600,1170,1380,0,3930,3174,0,79865,79865,Male,37,Married,No Grade Completed,With Job/Business,Root crops farmers,Self-employed wihout any employee,Single Family,5,1,2,0,Single house,Salvaged/makeshift materials,Light,36,27,0,Own or owner-like possession of house and lot,Closed pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
221287, ARMM,91304,Enterpreneurial Activities,0,28000,17550,2050,30730,4871,13805,0,0,1196,6220,21000,11400,2407,4650,2490,7710,8766,0,9175,196155,Male,47,Married,Grade 5,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Extended Family,12,0,3,0,Single house,"Light material (cogon,nipa,anahaw)",Light,50,27,2,Own or owner-like possession of house and lot,Closed pit,0,Dug well,0,0,0,0,0,0,1,0,0,0,0,0,1,ARMM
94213, ARMM,43066,Enterpreneurial Activities,1,11048,7280,861,13142,2828,7625,0,0,780,1800,10650,5400,1165,1710,0,0,3060,0,83785,83785,Male,23,Married,Third Year High School,With Job/Business,Root crops farmers,Self-employed wihout any employee,Single Family,4,2,0,0,Single house,"Light material (cogon,nipa,anahaw)",Light,30,14,0,Own or owner-like possession of house and lot,Others,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
85098, ARMM,41737,Enterpreneurial Activities,1,11609,7736,925,15890,1828,6483,0,0,520,1060,9960,6000,321,1140,0,0,1962,0,76630,76630,Male,45,Married,No Grade Completed,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,3,0,1,0,Single house,"Light material (cogon,nipa,anahaw)",Light,30,35,0,Own or owner-like possession of house and lot,Open pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
102088, ARMM,60644,Enterpreneurial Activities,1,23585,16068,1885,14705,3267,8597,160,0,2080,2080,15450,8400,495,1500,1080,500,6822,0,86656,86656,Male,59,Married,No Grade Completed,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,6,0,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,36,50,1,Own or owner-like possession of house and lot,Closed pit,0,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
73616, ARMM,49179,Enterpreneurial Activities,1,15183,11466,545,8043,3075,6790,0,0,0,1485,12030,7200,587,1110,0,2790,2586,0,64806,64806,Male,37,Married,Second Year High School,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,5,1,2,0,Single house,"Light material (cogon,nipa,anahaw)",Light,30,20,0,Own or owner-like possession of house and lot,Open pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
104697, ARMM,51742,Enterpreneurial Activities,0,19426,12104,3253,12023,1695,6745,250,0,520,1665,14400,9000,1512,3000,1500,4060,4374,0,0,92770,Male,35,Married,Grade 4,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,6,1,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,36,10,1,Own or owner-like possession of house and lot,Open pit,0,Dug well,0,0,0,0,0,0,1,0,1,0,0,0,0,ARMM
136272, ARMM,70134,Enterpreneurial Activities,1,23217,17994,1750,18810,4615,9295,0,0,936,2375,19650,12000,1718,2520,2100,4180,5754,0,103620,114970,Male,48,Married,No Grade Completed,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,8,1,3,0,Single house,"Light material (cogon,nipa,anahaw)",Strong,40,35,2,Own or owner-like possession of house and lot,Closed pit,0,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
100082, ARMM,59639,Enterpreneurial Activities,1,16461,12064,1255,16838,3074,8972,0,0,520,2750,13200,7800,568,2160,0,0,7404,0,84334,84334,Male,47,Married,Second Year High School,With Job/Business,Root crops farmers,Self-employed wihout any employee,Single Family,5,0,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,36,27,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
110965, ARMM,57826,Enterpreneurial Activities,0,20774,15114,2501,14200,2092,8446,500,0,0,3070,12180,7200,1294,3000,2340,5380,6402,0,0,96500,Female,40,Widowed,High School Graduate,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,5,0,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,40,15,1,Own or owner-like possession of house and lot,Closed pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
81594, ARMM,36275,Enterpreneurial Activities,0,10361,6760,935,9180,2025,5911,400,0,0,2175,10890,6000,220,2220,0,0,2784,0,0,69945,Male,29,Married,Third Year College,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,3,1,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,30,5,0,Own or owner-like possession of house and lot,Open pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,1,ARMM
87826, ARMM,41347,Enterpreneurial Activities,1,14014,9204,975,9623,3449,6938,0,0,0,2035,12480,6600,715,1320,0,1600,2838,0,78202,78202,Male,31,Married,No Grade Completed,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,4,1,1,0,Single house,"Light material (cogon,nipa,anahaw)",Light,36,35,1,Own or owner-like possession of house and lot,Open pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
100094, ARMM,48424,Enterpreneurial Activities,1,18340,13560,1083,14870,1961,6044,0,0,1086,2535,13560,7200,410,3510,0,1630,4614,0,0,88250,Male,35,Married,Business and Administration Programs,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Single Family,6,3,1,0,Single house,"Light material (cogon,nipa,anahaw)",Light,35,12,1,Own or owner-like possession of house and lot,Open pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,1,0,ARMM
113596, ARMM,71119,Enterpreneurial Activities,1,23374,17810,1370,22865,3771,8682,0,0,0,1615,13200,7200,508,2040,720,8170,3630,0,0,97765,Male,35,Married,Grade 3,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,7,0,5,0,Single house,"Light material (cogon,nipa,anahaw)",Light,36,33,2,Own or owner-like possession of house and lot,Open pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,1,0,ARMM
114584, ARMM,66332,Enterpreneurial Activities,1,25342,20384,1335,12120,3521,9917,0,0,624,1820,15840,9600,510,2280,0,3935,4002,0,96986,96986,Male,33,Married,High School Graduate,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,8,3,3,0,Single house,"Light material (cogon,nipa,anahaw)",Light,36,34,1,Own or owner-like possession of house and lot,Closed pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
125940, ARMM,66490,Enterpreneurial Activities,1,23752,18200,1615,18025,2714,7855,0,0,4680,2245,13080,7200,501,7680,720,13900,3090,0,102530,110730,Male,49,Married,Grade 2,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,7,1,1,1,Single house,"Light material (cogon,nipa,anahaw)",Light,40,30,2,Own or owner-like possession of house and lot,Closed pit,0,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
75653, ARMM,34854,Enterpreneurial Activities,1,11990,7020,1270,7790,2021,4613,300,0,728,480,11670,7800,428,2790,0,0,3990,0,59842,59842,Male,63,Married,No Grade Completed,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,4,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,30,57,1,Own or owner-like possession of house and lot,Open pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
113396, ARMM,59655,Enterpreneurial Activities,1,27948,16250,1180,11995,2062,5569,0,0,3212,1540,16650,10800,650,2220,0,0,5502,0,98572,98572,Male,60,Married,No Grade Completed,With Job/Business,Coconut farmers,Self-employed wihout any employee,Extended Family,8,2,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,40,45,1,Own or owner-like possession of house and lot,Closed pit,0,"Shared, tubed/piped deep well",0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
96303, ARMM,33156,Enterpreneurial Activities,1,13237,7696,660,7863,1815,3027,210,0,0,1470,12990,9000,512,2640,900,0,5184,0,62502,62502,Female,58,Widowed,Grade 1,With Job/Business,Root crops farmers,Self-employed wihout any employee,Single Family,4,0,1,0,Single house,"Light material (cogon,nipa,anahaw)",Light,30,50,1,Own or owner-like possession of house and lot,Open pit,0,"Shared, tubed/piped deep well",0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
87097, ARMM,37956,Enterpreneurial Activities,1,14693,7800,820,8112,1471,4226,0,0,1448,745,13230,9000,619,2220,0,2960,4260,0,75553,75553,Male,43,Married,Grade 4,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,4,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,30,35,0,Own or owner-like possession of house and lot,Open pit,0,"Shared, tubed/piped deep well",0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
