Total Household Income,Region,Total Food Expenditure,Main Source of Income,Agricultural Household indicator,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Highest Grade Completed,Household Head Job or Business Indicator,Household Head Occupation,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Roof,Type of Walls,House Floor Area,House Age,Number of bedrooms,Tenure Status,Toilet Facilities,Electricity,Main Source of Water Supply,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle,Region_clean
391958,IVB - MIMAROPA,121371,Enterpreneurial Activities,0,68818,58764,11626,11284,2077,5820,4700,61,7500,9905,20754,18000,720,12414,900,200,17562,5000,147950,177150,Female,56,Widowed,Elementary Graduate,With Job/Business,Hog raising farmers,Self-employed wihout any employee,Extended Family,8,0,3,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,22,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",1,0,0,0,0,0,0,0,3,1,0,0,2,IVB - MIMAROPA
169298,IVB - MIMAROPA,89646,Enterpreneurial Activities,1,52136,37829,7888,6195,1943,4625,3645,300,0,1970,14820,12000,140,2880,0,400,3594,5000,96228,137728,Male,40,Married,Third Year High School,With Job/Business,Rice farmers,Self-employed wihout any employee,Single Family,7,2,3,0,Single house,Mixed but predominantly salvaged materials,Light,15,5,3,Own or owner-like possession of house and lot,Closed pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
174814,IVB - MIMAROPA,32162,Enterpreneurial Activities,1,12687,11222,1684,4769,4339,4509,300,0,0,775,8886,7200,1500,3120,228,12000,3552,3000,71689,79909,Male,59,Married,Third Year High School,With Job/Business,Rice farmers,Self-employed wihout any employee,Single Family,2,0,0,1,Single house,"Light material (cogon,nipa,anahaw)",Light,70,3,2,Own or owner-like possession of house and lot,Closed pit,0,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
102176,IVB - MIMAROPA,42070,Wage/Salaries,1,22883,18414,3877,3652,1344,2590,2042,1233,7684,1700,13008,9000,100,1200,198,0,2076,200,10892,13242,Male,39,Married,Grade 4,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,3,0,1,1,Single house,Mixed but predominantly salvaged materials,Light,15,8,2,"Own house, rent-free lot with consent of owner",Closed pit,1,"Shared, tubed/piped deep well",1,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
103050,IVB - MIMAROPA,35616,Enterpreneurial Activities,1,12708,11658,3940,3831,1915,2066,105,0,0,1319,9600,6000,2865,6240,1440,0,1548,0,55260,60620,Male,67,Married,Elementary Graduate,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,2,0,0,0,Single house,Mixed but predominantly light materials,Very Light,25,21,0,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
130972,IVB - MIMAROPA,58120,Enterpreneurial Activities,1,18783,16743,4560,18476,2685,3920,600,0,0,1005,13590,12000,340,2040,180,0,2400,1000,80080,80080,Male,56,Married,Elementary Graduate,With Job/Business,Rice farmers,Self-employed wihout any employee,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,80,20,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
141844,IVB - MIMAROPA,31499,Other sources of Income,0,11315,10347,490,5231,2495,3846,540,0,0,915,8700,6000,24475,1956,180,0,26340,14900,0,31947,Male,73,Widowed,Elementary Graduate,With Job/Business,Market and sidewalk stall vendors,Self-employed wihout any employee,Single Family,1,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,30,35,1,"Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Lake, river, rain and others",0,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
142696,IVB - MIMAROPA,86482,Wage/Salaries,1,36457,33585,3420,8140,835,2414,6300,270,6350,9375,10866,6000,1696,1440,180,113,6912,1300,0,7400,Male,34,Married,Grade 5,With Job/Business,Building construction laborers,Worked for private establishment,Single Family,7,1,4,1,Single house,"Light material (cogon,nipa,anahaw)",Light,20,12,1,Own or owner-like possession of house and lot,"Water-sealed, other depository, shared with other household",0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
147064,IVB - MIMAROPA,53946,Enterpreneurial Activities,0,22072,19820,3600,11128,1581,3020,910,1278,4660,2095,32868,10800,15133,9702,420,1070,10050,0,0,69204,Male,57,Married,Elementary Graduate,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Single Family,3,0,1,0,Single house,Mixed but predominantly light materials,Very Light,25,15,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
128482,IVB - MIMAROPA,44776,Other sources of Income,0,15887,13032,9019,5841,2709,4206,60,0,0,1635,22830,13800,640,3984,210,0,3420,2300,38709,53759,Male,69,Married,High School Graduate,With Job/Business,Rice farmers,Self-employed wihout any employee,Extended Family,3,1,0,0,Single house,Mixed but predominantly light materials,Very Light,50,15,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,1,1,0,0,0,0,0,0,1,0,0,1,1,IVB - MIMAROPA
140288,IVB - MIMAROPA,90952,Wage/Salaries,1,53301,46530,2490,12056,964,3587,7300,1343,8326,3085,14532,6000,67,2802,816,1320,5604,300,0,40810,Male,62,Married,High School Graduate,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Single Family,6,0,3,3,Single house,"Light material (cogon,nipa,anahaw)",Light,40,35,1,Own or owner-like possession of house and lot,Closed pit,1,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
227909,IVB - MIMAROPA,76146,Wage/Salaries,0,44640,37105,4066,8361,1445,5567,1320,836,1810,5825,17040,7200,572,5904,276,1940,14460,800,22624,30104,Male,56,Married,Elementary Graduate,With Job/Business,Carpenters and joiners,Worked for private establishment,Extended Family,7,1,1,4,Single house,"Light material (cogon,nipa,anahaw)",Very Light,20,1,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",0,0,0,0,0,0,0,0,2,0,0,0,0,IVB - MIMAROPA
77724,IVB - MIMAROPA,42262,Wage/Salaries,1,19703,17873,2265,5029,2170,3371,1100,18628,1596,3500,13446,6600,221,222,0,446,3666,2000,6981,14771,Male,24,Married,Elementary Graduate,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,3,1,0,1,Single house,"Light material (cogon,nipa,anahaw)",Light,48,6,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",0,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
74273,IVB - MIMAROPA,24547,Wage/Salaries,0,16297,13882,151,2500,433,2258,0,0,0,790,21054,12000,305,1920,354,0,1992,500,0,2130,Female,53,Married,Grade 5,With Job/Business,Hand launderers and pressers,Worked for private household,Single Family,2,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Very Light,48,26,3,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
115209,IVB - MIMAROPA,58980,Wage/Salaries,0,34839,25908,2036,4939,853,5463,1695,758,3900,4065,18468,13200,554,1332,780,395,3786,0,0,2106,Male,26,Married,Second Year High School,With Job/Business,Shop salespersons and demonstrators,Worked for private establishment,Single Family,5,2,1,2,Single house,Mixed but predominantly light materials,Very Light,80,15,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,0,1,0,0,0,0,0,0,1,0,0,0,1,IVB - MIMAROPA
204699,IVB - MIMAROPA,74389,Enterpreneurial Activities,0,33427,25913,2305,10897,1423,2887,6200,720,8145,3645,22050,6000,449,4536,1308,2690,11334,0,0,85483,Male,51,Married,Grade 4,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Single Family,6,0,2,2,Single house,"Light material (cogon,nipa,anahaw)",Light,180,15,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,Peddler,0,0,0,0,0,0,0,0,1,0,0,1,0,IVB - MIMAROPA
269693,IVB - MIMAROPA,126710,Enterpreneurial Activities,0,74709,60311,5165,14534,3550,4971,5680,1875,7264,3690,24504,7800,5630,9024,1890,830,13218,0,0,169728,Female,53,Divorced/Separated,Second Year High School,No Job/Business,,,Extended Family,13,2,5,1,Single house,"Light material (cogon,nipa,anahaw)",Light,30,18,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,Peddler,0,0,0,0,0,0,0,0,2,0,0,1,0,IVB - MIMAROPA
252769,IVB - MIMAROPA,152886,Enterpreneurial Activities,1,18674,13123,8895,12380,3993,4938,89680,2000,0,4392,27768,12000,1125,5898,1080,1115,5568,3000,0,150770,Male,28,Married,Elementary Graduate,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Extended Family,4,0,2,0,Single house,"Light material (cogon,nipa,anahaw)",Light,24,13,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,Peddler,2,0,1,0,0,0,0,0,2,1,0,1,0,IVB - MIMAROPA
283177,IVB - MIMAROPA,132626,Wage/Salaries,1,43075,30770,4520,9844,3225,13170,29500,490,20845,9700,36240,12000,634,3540,732,2140,12960,200,0,97060,Male,45,Married,Elementary Graduate,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Extended Family,9,1,4,1,Single house,Mixed but predominantly light materials,Very Light,30,15,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,Peddler,1,0,0,0,0,0,0,0,1,0,0,1,0,IVB - MIMAROPA
132565,IVB - MIMAROPA,58632,Other sources of Income,0,22880,15630,4528,4989,590,4128,3480,0,0,7890,39222,18000,120,1398,630,2470,4356,0,0,17300,Female,15,Single,First Year High School,No Job/Business,,,Extended Family,4,0,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,64,12,2,Own or owner-like possession of house and lot,Closed pit,1,"Own use, faucet, community water system",1,1,1,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
195135,IVB - MIMAROPA,69887,Wage/Salaries,0,27969,21992,9762,8743,1156,4440,5160,860,0,3535,26190,18000,1750,13158,1434,14190,11892,5150,0,23670,Male,26,Married,Computing/Information Technology Programs,With Job/Business,Pawnbrokers and money lenders,Worked for private establishment,Single Family,4,0,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,80,14,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,1,0,0,0,4,0,0,0,1,IVB - MIMAROPA
152087,IVB - MIMAROPA,97919,Wage/Salaries,0,38182,33083,3747,20209,4080,4153,15225,217,1270,3518,20340,6600,4013,9750,1320,2060,13056,1000,0,45180,Male,56,Married,Third Year High School,With Job/Business,Hog raising farmers,Self-employed wihout any employee,Single Family,6,0,1,1,Single house,"Light material (cogon,nipa,anahaw)",Light,36,15,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,1,1,0,0,1,0,0,0,0,0,0,0,0,IVB - MIMAROPA
171965,IVB - MIMAROPA,70748,Wage/Salaries,0,35408,33525,8456,7373,1275,2256,6560,2550,4338,1185,21690,12000,556,12240,1200,4495,8346,1000,0,0,Male,37,Married,Second Year High School,With Job/Business,"Car, taxi and van drivers",Worked for private establishment,Single Family,5,0,3,2,Single house,"Light material (cogon,nipa,anahaw)",Light,35,15,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,1,1,0,0,0,0,0,0,3,0,0,0,1,IVB - MIMAROPA
139540,IVB - MIMAROPA,63186,Wage/Salaries,0,18221,12015,6782,12906,950,8580,6614,120,0,2510,11040,0,5070,4710,600,1010,9360,0,0,0,Female,60,Widowed,Second Year High School,With Job/Business,"Helpers and cleaners in offices, hotels and other establishments",Worked for government/government corporation,Single Family,2,0,1,1,Single house,"Light material (cogon,nipa,anahaw)",Light,64,15,3,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,1,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
308708,IVB - MIMAROPA,99391,Wage/Salaries,0,34100,29141,2029,17974,1740,4413,21903,832,0,14395,53424,24000,12436,21438,4530,14495,16974,15000,0,36782,Male,67,Married,Elementary Graduate,With Job/Business,Carpenters and joiners,Worked for private establishment,Single Family,6,0,1,3,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,40,23,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,1,0,1,1,0,0,0,9,2,1,0,0,IVB - MIMAROPA
273425,IVB - MIMAROPA,30194,Other sources of Income,0,6278,2444,4450,1683,1655,1975,9500,0,0,1120,52434,36000,8090,4926,180,0,5550,80000,0,18900,Female,71,Widowed,Teacher Training and Education Sciences Programs,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,1,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,120,31,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,1,0,1,1,1,0,0,0,0,0,0,0,IVB - MIMAROPA
190718,IVB - MIMAROPA,83733,Wage/Salaries,0,21842,17014,12384,7559,2155,2636,22640,0,0,5535,32550,21000,2174,5562,1500,4025,15360,800,0,0,Female,37,Widowed,Third Year College,With Job/Business,Cashiers and ticket clerks,Worked for private establishment,Single Family,4,0,2,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,48,19,3,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, shared with other household",1,"Shared, faucet, community water system",1,1,0,0,1,0,0,0,2,0,0,0,0,IVB - MIMAROPA
1170542,IVB - MIMAROPA,104307,Other sources of Income,0,24228,13847,20618,7698,2904,6106,22350,0,0,11813,71424,48000,4538,13770,13140,78400,37884,60000,0,0,Female,46,Married,Business and Administration Programs,With Job/Business,General elementary education teaching professionals,Worked for government/government corporation,Single Family,2,0,1,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,149,14,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,0,0,1,1,1,0,0,3,2,0,0,0,IVB - MIMAROPA
111981,IVB - MIMAROPA,58010,Wage/Salaries,0,26327,23078,4041,9548,1120,5946,3320,0,1086,8970,14076,0,2084,8400,882,0,10296,1000,0,0,Female,56,Divorced/Separated,Teacher Training and Education Sciences Programs,With Job/Business,Other office clerks,Worked for government/government corporation,Single Family,5,1,0,3,Single house,"Light material (cogon,nipa,anahaw)",Light,20,15,2,Rent house/room including lot,"Water-sealed, sewer septic tank, shared with other household",1,"Shared, faucet, community water system",0,0,0,0,0,0,0,0,10,0,0,0,0,IVB - MIMAROPA
95202,IVB - MIMAROPA,43654,Other sources of Income,0,12800,3610,5866,11586,720,3830,1430,1620,3986,3635,8274,4800,164,6786,1950,2250,2496,0,0,7236,Male,26,Single,High School Graduate,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Single Family,1,0,0,0,Single house,"Light material (cogon,nipa,anahaw)",Light,23,0,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",0,"Shared, faucet, community water system",0,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
134694,IVB - MIMAROPA,40580,Other sources of Income,0,21565,15295,3990,6472,550,2446,500,0,0,525,27930,18000,165,14214,912,0,8802,0,0,14000,Male,66,Married,Grade 5,With Job/Business,General managers/managing proprietors in manufacturing,Self-employed wihout any employee,Single Family,2,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,60,15,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,2,0,0,0,1,IVB - MIMAROPA
344174,IVB - MIMAROPA,104214,Wage/Salaries,0,29256,22082,16986,5266,1640,4010,37329,660,0,4680,24960,12000,11700,11136,4194,7588,15006,0,0,47720,Male,57,Married,Third Year High School,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,5,0,2,2,Single house,Mixed but predominantly strong materials,Quite Strong,20,2,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,1,0,0,0,3,0,0,0,0,IVB - MIMAROPA
194000,IVB - MIMAROPA,68474,Wage/Salaries,0,32205,27965,10880,6072,1970,3855,5960,0,0,1900,25890,15000,425,15216,1200,5780,9096,1500,0,0,Male,49,Married,Engineering and Engineering trades Programs,With Job/Business,Heavy truck and lorry drivers,Worked for private establishment,Extended Family,4,0,0,1,Single house,Mixed but predominantly strong materials,Strong,49,17,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Own use, faucet, community water system",1,0,0,0,1,0,0,0,1,0,0,0,1,IVB - MIMAROPA
278940,IVB - MIMAROPA,108697,Wage/Salaries,0,22225,18191,19545,7082,3790,2667,21303,2080,0,6950,41010,18000,4326,15852,3600,3605,12672,1500,0,57400,Male,38,Married,Second Year College,With Job/Business,Shop salespersons and demonstrators,Worked for private establishment,Single Family,4,1,1,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,42,14,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,1,1,0,0,0,0,3,0,0,1,0,IVB - MIMAROPA
204067,IVB - MIMAROPA,79737,Wage/Salaries,0,55984,50499,2838,5664,1924,3135,1700,1530,4195,2541,9720,6000,910,7242,678,15300,5670,1600,57857,64603,Male,53,Married,Second Year High School,With Job/Business,Rice farmers,Self-employed wihout any employee,Single Family,6,0,0,1,Single house,Mixed but predominantly light materials,Very Light,80,23,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",0,"Own use, faucet, community water system",0,0,0,0,0,0,0,0,3,0,0,0,0,IVB - MIMAROPA
101360,IVB - MIMAROPA,52388,Wage/Salaries,0,39243,28779,0,4576,1610,2495,100,0,96,2850,18270,12000,3115,7440,744,0,4002,1000,0,13200,Male,64,Married,Grade 5,No Job/Business,,,Extended Family,6,1,0,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,120,12,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,0,0,0,0,0,2,0,0,0,0,IVB - MIMAROPA
106680,IVB - MIMAROPA,84618,Wage/Salaries,1,41156,35748,2817,21488,848,6146,3625,0,0,4520,10338,4800,4845,2460,780,1395,5400,1000,0,0,Female,50,Widowed,Elementary Graduate,No Job/Business,,,Extended Family,6,1,3,2,Single house,"Light material (cogon,nipa,anahaw)",Light,80,7,2,Own or owner-like possession of house and lot,,1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
477495,IVB - MIMAROPA,62415,Wage/Salaries,0,13578,7512,7962,11672,3293,6467,10850,0,0,11420,22620,12000,5542,25200,1800,0,55338,12500,29700,29700,Female,54,Widowed,Teacher Training and Education Sciences Programs,With Job/Business,General elementary education teaching professionals,Worked for government/government corporation,Single Family,1,0,0,1,Single house,Mixed but predominantly light materials,Very Light,48,19,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,1,1,0,1,1,0,0,0,1,0,0,0,0,IVB - MIMAROPA
99197,IVB - MIMAROPA,39788,Wage/Salaries,0,23465,22535,1482,5356,890,2945,0,270,1720,1365,12420,7500,480,1200,138,0,2364,0,0,10380,Male,71,Married,Grade 4,With Job/Business,Carpenters and joiners,Worked for private establishment,Single Family,3,0,1,1,Single house,"Light material (cogon,nipa,anahaw)",Light,50,14,2,Own or owner-like possession of house and lot,"Water-sealed, other depository, used exclusively by household",1,"Shared, faucet, community water system",1,1,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
91620,IVB - MIMAROPA,51704,Wage/Salaries,0,21696,19684,765,6996,1940,2090,5425,0,0,1675,13320,6000,115,3750,744,800,4278,0,0,14700,Male,43,Married,High School Graduate,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,5,0,3,1,Duplex,Mixed but predominantly light materials,Very Light,35,7,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
106352,IVB - MIMAROPA,81804,Enterpreneurial Activities,1,54269,50799,4080,6185,840,6940,3460,0,0,2340,9600,6000,588,7596,600,1250,5988,500,49360,54628,Male,52,Married,Grade 4,With Job/Business,Rice farmers,Self-employed wihout any employee,Single Family,7,0,3,3,Single house,"Light material (cogon,nipa,anahaw)",Light,40,12,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,1,1,0,0,0,0,0,0,1,0,0,0,1,IVB - MIMAROPA
204774,IVB - MIMAROPA,131823,Wage/Salaries,0,88789,81541,5907,7766,5730,10730,4850,560,0,5025,5934,3000,2809,2400,738,1400,6912,4130,30800,63540,Male,53,Married,Grade 1,With Job/Business,Rice farmers,Self-employed wihout any employee,Single Family,11,1,5,3,Single house,"Light material (cogon,nipa,anahaw)",Light,20,1,1,"Own house, rent-free lot with consent of owner",Open pit,1,Dug well,0,0,0,0,0,0,0,0,2,0,0,0,0,IVB - MIMAROPA
140085,IVB - MIMAROPA,60700,Enterpreneurial Activities,0,39734,37648,3806,5831,1850,2510,2600,0,5792,2620,11178,7200,3215,18900,120,10780,2820,1000,52100,54600,Male,63,Married,High School Graduate,With Job/Business,Rice farmers,Self-employed wihout any employee,Extended Family,5,1,1,0,Single house,"Light material (cogon,nipa,anahaw)",Light,30,1,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
390747,IVB - MIMAROPA,73709,Wage/Salaries,0,21254,17764,4520,11140,2605,7268,7780,840,0,7596,22668,9000,636,7872,2520,4390,32784,0,89003,89003,Male,38,Married,Third Year High School,With Job/Business,"Construction and maintenance laborers: roads, dams and similar constructions",Worked for private establishment,Single Family,4,0,2,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,48,8,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Protected spring, river, stream, etc",1,1,0,0,0,0,0,0,3,1,0,0,1,IVB - MIMAROPA
123868,IVB - MIMAROPA,70571,Enterpreneurial Activities,0,35256,32137,2849,5109,9340,4198,3700,0,1158,1380,9630,6000,2203,5046,276,990,6870,0,49869,49869,Male,60,Married,Elementary Graduate,With Job/Business,Rice farmers,Self-employed wihout any employee,Extended Family,5,0,3,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,48,8,2,Own or owner-like possession of house and lot,"Water-sealed, other depository, used exclusively by household",1,"Own use, faucet, community water system",0,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
76813,IVB - MIMAROPA,26288,Enterpreneurial Activities,1,12738,10568,610,8672,1320,1553,0,0,0,315,5652,3600,2302,1056,396,0,1176,0,0,65798,Male,57,Married,Grade 2,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Single Family,2,0,0,0,Single house,"Light material (cogon,nipa,anahaw)",Light,20,15,1,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",0,"Protected spring, river, stream, etc",0,0,0,0,0,0,0,0,1,0,0,0,1,IVB - MIMAROPA
54050,IVB - MIMAROPA,35248,Enterpreneurial Activities,1,17204,16948,600,5328,315,655,80,0,432,250,5988,3000,660,216,0,0,348,0,29106,29106,Female,73,Widowed,Grade 3,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,1,0,0,0,Single house,"Light material (cogon,nipa,anahaw)",Light,16,0,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",0,"Protected spring, river, stream, etc",0,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
125610,IVB - MIMAROPA,39208,Enterpreneurial Activities,0,11352,11132,1630,5990,1190,13165,600,0,0,0,40986,9000,17823,22800,0,0,6600,1600,0,65300,Male,79,Married,Third Year High School,With Job/Business,Shop salespersons and demonstrators,Worked without pay in own family-operated farm or business,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,96,6,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Protected spring, river, stream, etc",1,0,0,0,0,0,0,0,0,0,1,1,0,IVB - MIMAROPA
141789,IVB - MIMAROPA,39085,Other sources of Income,0,18622,12670,2670,9858,1160,2878,0,0,450,835,40722,15000,930,10632,1800,0,1506,6000,0,24460,Male,72,Married,Grade 4,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Single Family,2,0,0,1,Single house,Mixed but predominantly strong materials,Quite Strong,45,37,2,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,"Protected spring, river, stream, etc",1,0,0,0,0,0,0,0,1,0,0,1,1,IVB - MIMAROPA
294090,IVB - MIMAROPA,124271,Enterpreneurial Activities,0,31985,24978,14186,9378,15457,20155,7310,0,0,21024,51144,39000,5607,48876,1200,3170,12072,5000,0,150350,Male,41,Married,Second Year College,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,5,1,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Very Light,80,11,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,1,0,0,0,3,1,0,0,2,IVB - MIMAROPA
